token,label,sentence_id
ir,2,3673
a,2,3673
la,2,3673
piscina,2,3673
..,3,3673
.,3,3673
ugh,0,3673
mi,2,3673
hermana,2,3673
es,2,3673
annoying,1,3673
cc,2,3673
RT,3,3674
@Giraljoe,3,3674
:,3,3674
Indoor,1,3674
en,2,3674
Laguna,2,3674
San,4,3674
Jose,4,3674
http://t.co/rmihnO12iJ,3,3674
¿,3,3675
Crees,2,3675
que,2,3675
eres,2,3675
un,2,3675
experto,2,3675
de,2,3675
#TechTrivia,1,3675
?,3,3675
Demuéstralo,2,3675
.,3,3675
¿,3,3675
Cuál,2,3675
fue,2,3675
el,2,3675
primer,2,3675
teléfono,2,3675
que,2,3675
pudo,2,3675
reproducir,2,3675
música,2,3675
MP3,3,3675
?,3,3675
#M,2,3675
úsica,2,3675
Okay,2,3676
alguien,2,3676
tiene,2,3676
que,2,3676
desconectarme,2,3676
de,2,3676
twitter,4,3676
y,2,3676
cambiarme,2,3676
el,2,3676
password,1,3676
hasta,2,3676
mañana,2,3676
para,2,3676
no,2,3676
poder,2,3676
entrar,2,3676
😬,3,3676
#Repost,1,3677
@primerimpacto,3,3677
with,1,3677
repostapp,1,3677
.,3,3677
・・・,3,3677
#ootd,2,3677
de,2,3677
barbarabermudo,4,3677
con,2,3677
vestido,2,3677
@michaelkors,3,3677
y,2,3677
Zapatos,2,3677
…,3,3677
https://t.co/cRTAMv0sgT,3,3677
Una,2,3678
mujer,2,3678
CHIC,2,3678
combina,2,3678
lo,2,3678
clásico,2,3678
y,2,3678
lo,2,3678
moderno,2,3678
#salhuaclothing,1,3678
•,3,3678
Blusa,2,3678
valeria,4,3678
azul,2,3678
•,3,3678
Falda,2,3678
bianka,2,3678
•,3,3678
Cinturón,2,3678
bow,1,3678
http://t.co/lixbchiCKl,3,3678
@adriboni2015,3,3679
shhh,1,3679
",",3,3679
let,1,3679
me,1,3679
be,1,3679
.,3,3679
Sigue,2,3679
con,2,3679
tu,2,3679
depresion,2,3679
RT,3,3680
@olguiita02,3,3680
:,3,3680
El,2,3680
show,1,3680
no,2,3680
es,2,3680
que,2,3680
FlyTetas,4,3680
se,2,3680
atreve,2,3680
a,2,3680
cobrar,2,3680
$500,3,3680
por,2,3680
servicios,2,3680
sexuales,2,3680
",",3,3680
el,2,3680
show,1,3680
es,2,3680
que,2,3680
hay,2,3680
cabrones,2,3680
que,2,3680
se,2,3680
atreven,2,3680
a,2,3680
pag,2,3680
…,3,3680
Entre,2,3681
las,2,3681
seniors,1,3681
graduándose,2,3681
y,2,3681
las,2,3681
juniors,2,3681
con,2,3681
su,2,3681
caravana,2,3681
",",3,3681
no,2,3681
puedo,2,3681
con,2,3681
la,2,3681
nostalgia,2,3681
RT,3,3682
@pantoja__,3,3682
:,3,3682
yo,2,3682
no,2,3682
tengo,2,3682
un,2,3682
date,1,3682
desde,2,3682
el,2,3682
',3,3682
99,3,3682
yo,2,3683
odio,2,3683
las,2,3683
personas,2,3683
que,2,3683
te,2,3683
tuitean,2,3683
"""",3,3683
textea,2,3683
"""",3,3683
",",3,3683
idiota,2,3683
",",3,3683
en,2,3683
vez,2,3683
de,2,3683
tuitiarme,2,3683
",",3,3683
textéame,2,3683
lo,2,3683
que,2,3683
me,2,3683
quieres,2,3683
decir,2,3683
y,2,3683
ya,2,3683
gosh,1,3683
@KevMotaa,3,3684
Dale,2,3684
",",3,3684
este,2,3684
weekend,1,3684
creo,2,3684
que,2,3684
me,2,3684
voy,2,3684
con,2,3684
pal,2,3684
de,2,3684
panas,2,3684
acampar,2,3684
a,2,3684
Vieques,4,3684
.,3,3684
#ponteenformaconlagatita,2,3685
#Zumba,4,3685
@aroseagirl,3,3685
jose4sho1,3,3685
#westlandmall,1,3685
#zumba,2,3685
http://t.co/PXT2Sv2yMX,3,3685
Improvisando,2,3686
RAP,1,3686
mientras,2,3686
juego,2,3686
!!,3,3686
|,3,3686
Quake,4,3686
craft,1,3686
EP,1,3686
.,3,3686
7,3,3686
|,3,3686
Minecraft,1,3686
:,3,3686
https://t.co/AkQUShy5e4,3,3686
vía,2,3686
@YouTube,3,3686
¿,3,3687
Listo,2,3687
para,2,3687
el,2,3687
segundo,2,3687
día,2,3687
de,2,3687
#LFestival,4,3687
?,3,3687
Visítanos,2,3687
en,2,3687
el,2,3687
booth,1,3687
de,2,3687
Verizon,4,3687
.,3,3687
https://t.co/P9Gxp9dOa7,3,3687
RT,3,3688
@andreacasaanova,3,3688
:,3,3688
me,2,3688
pondria,2,3688
pa,2,3688
alguien,2,3688
",",3,3688
but,1,3688
they,1,3688
playing,1,3688
RT,3,3689
@PuertoRicoPUR,3,3689
:,3,3689
This,1,3689
Day,1,3689
in,1,3689
History,1,3689
:,3,3689
Puerto,4,3689
Rico,4,3689
's,1,3689
El,2,3689
Grito,2,3689
de,2,3689
Lares,4,3689
",",3,3689
September,1,3689
23,3,3689
",",3,3689
1868,3,3689
http://t.co/jRBy9sT9xN,3,3689
Okey,1,3690
ya,2,3690
tengo,2,3690
a,2,3690
los,2,3690
ganadores,2,3690
!!,3,3690
"!,",3,3690
en,2,3690
un,2,3690
ratito,2,3690
lo,2,3690
subo,2,3690
al,2,3690
canal,2,3690
!!,3,3690
y,2,3690
los,2,3690
que,2,3690
no,2,3690
os,2,3690
haya,2,3690
tocado,2,3690
no,2,3690
os,2,3690
desaniméis,2,3690
",",3,3690
ya,2,3690
os,2,3690
tocará,2,3690
!!,3,3690
^^,3,3690
GM,1,3691
#elVacilondelaGatita,2,3691
https://t.co/avPWiA88pC,3,3691
Koko,4,3692
celebrando,2,3692
nuestro,2,3692
día,2,3692
#nationalcatday,1,3692
🐱🐱🐱,3,3692
#elvacilondelagatita,2,3692
https://t.co/TSYNjXbsTH,3,3692
Únete,2,3693
#domirrique,2,3693
ños,2,3693
#TwitterParty,1,3693
de,2,3693
12,3,3693
a,2,3693
2pm,3,3693
#elvacilondelagatita,2,3693
https://t.co/S8dOQRk50U,3,3693
Niños,2,3694
",",3,3694
el,2,3694
vlog,1,3694
de,2,3694
la,2,3694
vuelta,2,3694
de,2,3694
NY,4,3694
",",3,3694
lo,2,3694
subiré,2,3694
el,2,3694
lunes,2,3694
.,3,3694
Voy,2,3694
a,2,3694
intentar,2,3694
descansar,2,3694
este,2,3694
fin,2,3694
de,2,3694
semana,2,3694
",",3,3694
o,2,3694
moriré,2,3694
.,3,3694
AIÓ,0,3694
.,3,3694
😑💤,3,3694
Okeys,1,3695
Zombers,1,3695
pues,2,3695
nada,2,3695
..,3,3695
.,3,3695
Tengo,2,3695
Face,1,3695
temporalmente,2,3695
bloqueado,2,3695
..,3,3695
.,3,3695
He,2,3695
tenido,2,3695
que,2,3695
subir,2,3695
foto,2,3695
de,2,3695
mi,2,3695
DNI,7,3695
y,2,3695
no,2,3695
sé,2,3695
cuando,2,3695
me,2,3695
lo,2,3695
devolverán,2,3695
..,3,3695
.,3,3695
😓,3,3695
RT,3,3696
@___carlitos,3,3696
:,3,3696
Diablo,2,3696
cabron,2,3696
",",3,3696
me,2,3696
describiste,2,3696
en,2,3696
un,2,3696
solo,2,3696
tweet,1,3696
.,3,3696
💯,3,3696
https://t.co/s0VBSVsVrx,3,3696
RT,3,3697
@escondobleele,3,3697
:,3,3697
People,1,3697
take,1,3697
music,1,3697
way,1,3697
too,1,3697
seriously,1,3697
.,3,3697
Mera,2,3697
",",3,3697
si,2,3697
yo,2,3697
quiero,2,3697
cantar,2,3697
que,2,3697
tengo,2,3697
una,2,3697
cuarenta,2,3697
con,2,3697
tres,2,3697
peines,2,3697
de,2,3697
treinta,2,3697
",",3,3697
lo,2,3697
voy,2,3697
…,3,3697
RT,3,3698
@CycloMusic,3,3698
:,3,3698
JAJAJAJA,2,3698
@PiterGmusic,3,3698
según,2,3698
el,2,3698
nivel,2,3698
de,2,3698
un,2,3698
fan,2,3698
en,2,3698
"""",3,3698
Little,1,3698
Big,1,3698
Planet,1,3698
"""",3,3698
..,3,3698
.,3,3698
@ZarcortGame,3,3698
https://t.co/AJACvNRowy,3,3698
RT,3,3699
@pantoja__,3,3699
:,3,3699
bellaqueo,2,3699
todos,2,3699
los,2,3699
días,2,3699
después,2,3699
de,2,3699
la,2,3699
escuela,2,3699
para,2,3699
bajar,2,3699
el,2,3699
stress,1,3699
la,2,3699
haría,2,3699
.,3,3699
#elvacilondelagatita,2,3700
#halloween,1,3700
party,1,3700
hialeahpark,1,3700
https://t.co/rMVGc3zDpK,3,3700
Alerta,2,3701
chicas,2,3701
:,3,3701
#BetterMatters,1,3701
para,2,3701
@JASMINEVILLEGAS,3,3701
",",3,3701
que,2,3701
llega,2,3701
hoy,2,3701
al,2,3701
stage,1,3701
de,2,3701
#FestivalPeople,1,3701
con,2,3701
mucho,2,3701
que,2,3701
decir,2,3701
.,3,3701
http://t.co/D78Z2eg5sT,3,3701
El,2,3702
momento,2,3702
más,2,3702
triste,2,3702
..,3,3702
.,3,3702
Cuando,2,3702
encuentran,2,3702
el,2,3702
Twix,4,3702
que,2,3702
habías,2,3702
escondido,2,3702
para,2,3702
el,2,3702
midnight,1,3702
snack,1,3702
#domirrique,2,3703
ños,2,3703
#Movie,1,3703
Trabaja,2,3703
duro,2,3703
para,2,3703
que,2,3703
el,2,3703
fruto,2,3703
se,2,3703
vea,2,3703
..,3,3703
.,3,3703
CONGRATS,1,3703
@moluskein,3,3703
https://t.co/sgn4Ygwyvg,3,3703
A,2,3704
ver,2,3704
si,2,3704
termino,2,3704
el,2,3704
siguiente,2,3704
Rap,2,3704
Play,1,3704
ya,2,3704
!!,3,3704
!!,3,3704
:D,3,3704
RT,3,3705
@MrJaimito_,3,3705
:,3,3705
Todo,2,3705
esto,2,3705
es,2,3705
culpa,2,3705
de,2,3705
Fatmagül,4,3705
.,3,3705
#RIPTwitter,1,3705
RT,3,3706
@AleIsabel250,3,3706
:,3,3706
@farianav,3,3706
-frosted,1,3706
cookies,1,3706
-soccer,1,3706
-dramas,1,3706
-misioneo,2,3706
-not,1,3706
caring,1,3706
for,1,3706
certain,1,3706
things,1,3706
-,3,3706
"""",3,3706
goldi,4,3706
"""",3,3706
-R,1,3706
@liliaescalona,3,3707
Yo,2,3707
se,2,3707
",",3,3707
mira,2,3707
la,2,3707
pic,2,3707
q,2,3707
acabo,2,3707
de,2,3707
post,1,3707
#zoolander2,3,3708
#ParamountPictures,4,3708
#Premier,1,3708
#fashionShow,1,3708
#Movie,1,3708
Imagen,2,3708
Modeling,1,3708
by,1,3708
La,2,3708
Gatita,2,3708
.,3,3708
https://t.co/4MFkF4uHCa,3,3708
@anogguera,3,3709
eres,2,3709
vegan,2,3709
",",3,3709
i,1,3709
can,1,3709
n't,1,3709
Simple,2,3710
sencilla,2,3710
y,2,3710
chic,2,3710
#salhuaclothing,1,3710
Low,1,3710
top,1,3710
tunic,1,3710
Blouse,1,3710
#salhuaoutfit,1,3710
OPEN,1,3710
10:00,3,3710
a,2,3710
7:00,3,3710
pm,1,3710
#AllYouNeedIsEcuador,1,3710
https://t.co/cgoqftl9F1,3,3710
Que,2,3711
frío,2,3711
gosh,1,3711
Un,2,3712
héroe,2,3712
ciego,2,3712
es,2,3712
como,2,3712
un,2,3712
fénix,2,3712
consumido,2,3712
por,2,3712
el,2,3712
fuego,2,3712
hecho,2,3712
cenizas,2,3712
sin,2,3712
más,2,3712
fuerzas,2,3712
para,2,3712
resurgir,2,3712
de,2,3712
nuevo,2,3712
!,3,3712
CIVIL,1,3712
WAR,1,3712
RAP,1,3712
!,3,3712
🔥🔥😍,3,3712
Tenemos,2,3713
a,2,3713
un,2,3713
nuevo,2,3713
Brócolo,2,3713
en,2,3713
casa,2,3713
!!,3,3713
!,3,3713
El,2,3713
perrino,2,3713
RapPlayer,1,3713
de,2,3713
@ZarcortGame,3,3713
😁,3,3713
❤,3,3713
️,3,3713
https://t.co/XTPFs9PPLA,3,3713
RT,3,3714
@queseyomano,3,3714
:,3,3714
van,2,3714
a,2,3714
abrir,2,3714
un,2,3714
Urban,1,3714
Outfitters,1,3714
en,2,3714
PR,4,3714
&,3,3714
no,2,3714
veo,2,3714
a,2,3714
nadie,2,3714
llorando,2,3714
de,2,3714
la,2,3714
emoción,2,3714
mano,2,3714
qué,2,3714
les,2,3714
pasa,2,3714
??,3,3714
?,3,3714
Código,2,3715
Elzol,4,3715
y,2,3715
Tienes,2,3715
Descuento,2,3715
en,2,3715
la,2,3715
Pre,2,3715
VENTA,2,3715
TICKETMASTER,1,3715
..,3,3715
.,3,3715
HOY,2,3715
HOY,2,3715
HOY,2,3715
..,3,3715
.,3,3715
CORRE,2,3715
!,3,3715
@sbsevents,3,3715
http://t.co/bWN6iHtSrO,3,3715
Sunday,1,3716
look,1,3716
!!,3,3716
!,3,3716
OPEN,1,3716
HOY,2,3716
domingo,2,3716
!!,3,3716
📍,3,3716
Urdesa,4,3716
circunvalación,2,3716
sur,2,3716
723,3,3716
y,2,3716
guayacanes,4,3716
.,3,3716
⏱,3,3716
11:00,3,3716
a,2,3716
17:00,3,3716
hrs,2,3716
https://t.co/PyaObZxQpp,3,3716
RT,3,3717
@lorrainefc7,3,3717
:,3,3717
Mis,2,3717
spots,1,3717
favoritos,2,3717
siempre,2,3717
son,2,3717
las,2,3717
playas,2,3717
solitarias,2,3717
",",3,3717
no,2,3717
hay,2,3717
break,1,3717
😻,3,3717
RT,3,3718
@_daryanasofia,3,3718
:,3,3718
tiene,2,3718
iniciativa,2,3718
",",3,3718
no,2,3718
pone,2,3718
excusas,2,3718
",",3,3718
creativo,2,3718
",",3,3718
hace,2,3718
reír,2,3718
",",3,3718
se,2,3718
preocupa,2,3718
por,2,3718
ti,2,3718
",",3,3718
tiene,2,3718
flow,1,3718
y,2,3718
escucha,2,3718
malianteo,2,3718
contigo,2,3718
..,3,3718
htt,3,3718
…,3,3718
Tengo,2,3719
un,2,3719
playlist,1,3719
de,2,3719
sateo,2,3719
en,2,3719
spotify,4,3719
y,2,3719
todos,2,3719
los,2,3719
días,2,3719
lo,2,3719
perfecciono,2,3719
más,2,3719
y,2,3719
más,2,3719
.,3,3719
RT,3,3720
@mariasofia_14,3,3720
:,3,3720
Mi,2,3720
motivacion,2,3720
para,2,3720
el,2,3720
prom,1,3720
es,2,3720
otra,2,3720
cosa,2,3720
💥😜💃,3,3720
RT,3,3721
@AZUCENACIERCO,3,3721
:,3,3721
Mi,2,3721
selfie,1,3721
de,2,3721
hoy,2,3721
",",3,3721
gracias,2,3721
a,2,3721
mi,2,3721
@AngieEstilo,3,3721
por,2,3721
el,2,3721
look,1,3721
!,3,3721
Estaba,2,3721
sabrosa,2,3721
hajaja,2,3721
si,2,3721
me,2,3721
ven,2,3721
de,2,3721
perfil,2,3721
..,3,3721
.,3,3721
nombre,2,3721
!,3,3721
http://t.co,3,3721
…,3,3721
Con,2,3722
mi,2,3722
#reydavid,2,3722
#halloween,1,3722
party,1,3722
hialeahpark,4,3722
https://t.co/45BtJioiqb,3,3722
RT,3,3723
@panchosofrito,3,3723
:,3,3723
Le,2,3723
dejo,2,3723
caer,2,3723
to,1,3723
',3,3723
el,2,3723
peso,2,3723
😮,3,3723
https://t.co/KX4wiVGah2,3,3723
Back,1,3724
to,1,3724
basis,1,3724
🔙,3,3724
!!,3,3724
Blusa,2,3724
azul,2,3724
$,3,3724
20.00,3,3724
porque,2,3724
es,2,3724
hora,2,3724
de,2,3724
darle,2,3724
más,2,3724
color,2,3724
a,2,3724
tu,2,3724
clóset,1,3724
.,3,3724
Pedidos,2,3724
096,3,3724
8807,3,3724
384,3,3724
http://t.co/hHjUK3xSEX,3,3724
"""",3,3725
@FemaleStruggIes,3,3725
:,3,3725
Current,1,3725
mood,1,3725
http://t.co/7GoBMCS7mq,3,3725
"""",3,3725
haciendo,2,3725
el,2,3725
power,1,3725
point,1,3725
-.,3,3725
-,3,3725
Que,2,3726
mal,2,3726
cuerpo,2,3726
me,2,3726
deja,2,3726
la,2,3726
noticia,2,3726
de,2,3726
Christina,4,3726
Grimmie,4,3726
T_T,3,3726
una,2,3726
estrella,2,3726
youtuber,1,3726
nos,2,3726
deja,2,3726
.,3,3726
D.E.P,2,3726
HOY,2,3727
EMPIEZAA,2,3727
GAMES,1,3727
OF,1,3727
THRONESS,1,3727
🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼,3,3727
RT,3,3728
@ESPNFC,3,3728
:,3,3728
Bayern,4,3728
Munich,4,3728
are,1,3728
heading,1,3728
to,1,3728
their,1,3728
5th,3,3728
straight,1,3728
Champions,1,3728
League,1,3728
semifinal,2,3728
!,3,3728
They,1,3728
defeat,1,3728
Benfica,4,3728
3-2,3,3728
on,1,3728
aggregate,1,3728
.,3,3728
https://t.co/,3,3728
…,3,3728
RT,3,3729
@FIFACareerGems,3,3729
:,3,3729
BENITO,4,3729
RAMAN,4,3729
@RamanBenito,3,3729
@KAAGent,3,3729
Age,1,3729
:,3,3729
20,3,3729
ST,1,3729
/,3,3729
LM,1,3729
Cost,1,3729
:,3,3729
£1.8,3,3729
M,3,3729
GP,0,3729
:,3,3729
70,3,3729
>,3,3729
79,3,3729
Skills,1,3729
:,3,3729
3,3,3729
*,3,3729
WF,1,3729
:,3,3729
3,3,3729
*,3,3729
Real,1,3729
Face,1,3729
:,3,3729
No,2,3729
#FCG,4,3729
https,3,3729
:/,3,3729
…,3,3729
RT,3,3730
@dreamfoodz,3,3730
:,3,3730
Double,1,3730
Chocolate,2,3730
Brownies,1,3730
.,3,3730
https://t.co/baUSH9iyLC,3,3730
Acción,2,3731
.,3,3731
Con,2,3731
Verizon,4,3731
tienes,2,3731
el,2,3731
poder,2,3731
de,2,3731
la,2,3731
red,1,3731
4G,3,3731
LTE,1,3731
más,2,3731
grande,2,3731
del,2,3731
país,2,3731
.,3,3731
http://t.co/rFr5DViuiA,3,3731
El,2,3732
vlog,1,3732
de,2,3732
hoy,2,3732
",",3,3732
pequeñas,2,3732
tardes,2,3732
de,2,3732
viciarse,2,3732
a,2,3732
la,2,3732
Play,1,3732
:,3,3732
SHIPPEOS,6,3732
ENTRE,2,3732
YOUTUBERS,2,3732
https://t.co/NLNY4OTS5Y,3,3732
Ponte,2,3733
en,2,3733
Forma,2,3733
#4,3,3733
en,2,3733
Sweetwater,1,3733
",",3,3733
ver,2,3733
Las,2,3733
Fotos,2,3733
http://t.co/0eUWHA7t9s,3,3733
RT,3,3734
@masuarezb22,3,3734
:,3,3734
El,2,3734
nene,2,3734
que,2,3734
esté,2,3734
conmigo,2,3734
creo,2,3734
que,2,3734
va,2,3734
a,2,3734
preferir,2,3734
pagarme,2,3734
la,2,3734
uni,1,3734
en,2,3734
vez,2,3734
de,2,3734
alimentarme,2,3734
Atrévete,2,3735
y,2,3735
sueña,2,3735
con,2,3735
lo,2,3735
increíble,2,3735
.,3,3735
Como,2,3735
Verizon,4,3735
XLTE,4,3735
",",3,3735
que,2,3735
duplica,2,3735
la,2,3735
capacidad,2,3735
4G,3,3735
LTE,1,3735
de,2,3735
costa,2,3735
a,2,3735
costa,2,3735
.,3,3735
http://t.co/z5HtRqSk5T,3,3735
Mami,2,3736
me,2,3736
trajo,2,3736
Doritos,4,3736
con,2,3736
guacamole,2,3736
a,2,3736
mi,2,3736
cuarto,2,3736
mientras,2,3736
estudiaba,2,3736
#Mvp,1,3736
It,1,3737
was,1,3737
a,1,3737
wrap,1,3737
5am,3,3737
!,3,3737
#tumequemas,2,3737
#weplayhard,1,3737
#weworkhard,1,3737
beatrizstylist,1,3737
@chinoynacho,3,3737
#stylistduo,1,3737
…,3,3737
http://t.co/TY9fjAFEz0,3,3737
RT,3,3738
@Winiarskichase,3,3738
:,3,3738
love,1,3738
talking,1,3738
to,1,3738
those,1,3738
people,1,3738
that,1,3738
you,1,3738
feel,1,3738
overly,1,3738
comfortable,2,3738
with,1,3738
and,1,3738
you,1,3738
just,1,3738
do,1,3738
n't,1,3738
even,1,3738
care,1,3738
what,1,3738
you,1,3738
say,1,3738
because,1,3738
no,1,3738
…,3,3738
Twitter,4,3739
está,2,3739
tan,2,3739
lleno,2,3739
de,2,3739
retweets,1,3739
que,2,3739
no,2,3739
me,2,3739
interesan,2,3739
que,2,3739
ya,2,3739
ni,2,3739
me,2,3739
gusta,2,3739
entrar,2,3739
.,3,3739
@fernanrodrigg,3,3740
get,1,3740
a,1,3740
life,1,3740
.,3,3740
Que,2,3740
tu,2,3740
haces,2,3740
viendo,2,3740
fotos,2,3740
del,2,3740
2013,3,3740
?!,3,3740
OKEY,1,3741
ZOMBERS,4,3741
YA,2,3741
ESTAMS,2,3741
E,2,3741
DIRECTOOO,2,3741
!!,3,3741
!!,3,3741
VAMOH,2,3741
A,2,3741
PORTARNOH,2,3741
MAL,2,3741
!!,3,3741
XDD,2,3741
https://t.co/JBLdbChuUn,3,3741
https://t.co/qB7cTGhZAg,3,3741
Puñeta,2,3742
esta,2,3742
gente,2,3742
se,2,3742
cree,2,3742
que,2,3742
todo,2,3742
el,2,3742
mundo,2,3742
tiene,2,3742
que,2,3742
girar,2,3742
a,2,3742
su,2,3742
entorno,2,3742
",",3,3742
si,2,3742
no,2,3742
gano,2,3742
por,2,3742
el,2,3742
que,2,3742
votaste,2,3742
S,2,3742
U,1,3742
P,2,3742
E,2,3742
R,2,3742
A,2,3742
LO,2,3742
.,3,3742
#SpringBreak,1,3743
#elvacilondelaGatita,2,3743
Vamos,2,3743
Actívate,2,3743
El,2,3743
Nuevo,2,3743
Zol,4,3743
106.7,3,3743
fm,2,3743
https://t.co/D74Nujb0Q0,3,3743
La,2,3744
gente,2,3744
quiere,2,3744
que,2,3744
yo,2,3744
venda,2,3744
un,2,3744
ovario,2,3744
para,2,3744
que,2,3744
yo,2,3744
compre,2,3744
un,2,3744
ticket,1,3744
al,2,3744
juego,2,3744
de,2,3744
National,1,3744
Marquette,4,3744
Day,1,3744
.,3,3744
#GSPartyLatino,4,3745
desde,2,3745
el,2,3745
Marlins,4,3745
Park,1,3745
Pre,2,3745
venta,2,3745
histórica,2,3745
#elVacilondelaGatita,2,3745
https://t.co/pKtQpSfJzj,3,3745
Feliz,2,3746
del,2,3746
cambio,2,3746
",",3,3746
Gracias,2,3746
hgreg,4,3746
",",3,3746
8505,3,3746
NW,1,3746
12,3,3746
Calle,2,3746
Doral,4,3746
.,3,3746
Si,2,3746
vas,2,3746
a,2,3746
buscar,2,3746
un,2,3746
auto,2,3746
",…",3,3746
https://t.co/9OtkfuPUIx,3,3746
Se,2,3747
acabo,2,3747
El,2,3747
fin,2,3747
de,2,3747
semana,2,3747
!!,3,3747
!,3,3747
Night,1,3747
night,1,3747
buenos,2,3747
noches,2,3747
#playa,2,3747
#beach,1,3747
#puertoVallarta,4,3747
#Mexico,4,3747
#wedding,1,3747
…,3,3747
http://t.co/l1qTopVEPY,3,3747
Estoy,2,3748
hoping,1,3748
que,2,3748
lo,2,3748
que,2,3748
viene,2,3748
por,2,3748
ahi,2,3748
de,2,3748
DC,4,3748
movies,1,3748
este,2,3748
cabron,2,3748
cause,1,3748
marvel,4,3748
esta,2,3748
bien,2,3748
trepau,2,3748
en,2,3748
la,2,3748
peliculas,2,3748
Pues,2,3749
vosotros,2,3749
habéis,2,3749
elegido,2,3749
!,3,3749
Intentaré,2,3749
hacer,2,3749
la,2,3749
de,2,3749
Deathpool,4,3749
vs,1,3749
Spiderman,4,3749
!,3,3749
:),3,3749
Nuevos,2,3750
Cursos,2,3750
en,2,3750
Imagen,4,3750
Modeling,1,3750
by,1,3750
La,2,3750
Gatita,2,3750
",",3,3750
registrate,2,3750
para,2,3750
informacion,2,3750
en,2,3750
http://t.co/jScmcmaN0W,3,3750
https://t.co/v49RKuZ8j9,3,3750
RT,3,3751
@carspausa,3,3751
:,3,3751
Muchas,2,3751
gracias,2,3751
a,2,3751
@teamlagatita,3,3751
por,2,3751
el,2,3751
follow,1,3751
y,2,3751
el,2,3751
apoyo,2,3751
.,3,3751
Deje,2,3751
nos,2,3751
saber,2,3751
para,2,3751
su,2,3751
proximo,2,3751
carwash,1,3751
…,3,3751
https://t.co/bMUrqCGCGt,3,3751
RT,3,3752
@amrivera7_,3,3752
:,3,3752
@javiidiaz06,3,3752
u,1,3752
fucked,1,3752
man,1,3752
but,1,3752
éxito,2,3752
que,2,3752
vas,2,3752
a,2,3752
matar,2,3752
todos,2,3752
esos,2,3752
exámenes,2,3752
💃🏽💃🏽,3,3752
@djcubany,3,3753
estará,2,3753
hoy,2,3753
jueves,2,3753
en,2,3753
la,2,3753
87,3,3753
avenida,2,3753
NW,2,3753
13,3,3753
Terrace,4,3753
.,3,3753
#premios,2,3753
#Exclusive,1,3753
…,3,3753
https://t.co/T0O0Eyf3lF,3,3753
He,2,3754
guardado,2,3754
una,2,3754
lista,2,3754
de,2,3754
reproducción,2,3754
de,2,3754
@YouTube,3,3754
https://t.co/ads5t97d4H,3,3754
Mix,1,3754
-,3,3754
Hopsin,4,3754
-,3,3754
SIMSIMI,4,3755
VS,2,3755
CLEVERBOT,4,3755
!!,3,3755
KRONNO,1,3755
Y,2,3755
ZARCORT,4,3755
!,3,3755
LA,2,3755
BATÁLLA,2,3755
MÁS,2,3755
ÉPICA,2,3755
!,3,3755
🔥🔥|🐥,3,3755
VS,1,3755
🐵|🔥🔥,3,3755
https://t.co/e8WSEXaudY,3,3755
RT,3,3756
@TheRuso43,3,3756
:,3,3756
@Kronnomc,3,3756
Bro,1,3756
",",3,3756
partes,2,3756
la,2,3756
PANA,2,3756
MOJADA,2,3756
mi,2,3756
apoyo,2,3756
siempre,2,3756
lo,2,3756
tendrás,2,3756
aunque,2,3756
es,2,3756
un,2,3756
insignificante,2,3756
granito,2,3756
de,2,3756
arena,2,3756
Me,2,3757
ha,2,3757
gustado,2,3757
un,2,3757
vídeo,2,3757
de,2,3757
@YouTube,3,3757
de,2,3757
@chiwy8yt,3,3757
(,3,3757
https://t.co/lUgkTbLsfm,3,3757
-,3,3757
Como,2,3757
se,2,3757
rodó,2,3757
El,2,3757
tag,1,3757
del,2,3757
Youtuber,1,3757
(,3,3757
Rap,2,3757
),3,3757
-,3,3757
Kronno,1,3757
Zomber,1,3757
|,3,3757
has,1,3758
Pls,1,3758
#PremiosTuMundo,2,3758
para,2,3758
@vanevillela,3,3758
@EduardoDislex,3,3758
@alanessexy,3,3759
@jberrios_,3,3759
que,2,3759
lies,1,3759
?,3,3759
@DemoAttensity,3,3760
Me,2,3760
apena,2,3760
escuchar,2,3760
esto,2,3760
",",3,3760
seguramente,2,3760
yo,2,3760
puedo,2,3760
ayudarle,2,3760
con,2,3760
sus,2,3760
inquietudes,2,3760
de,2,3760
VERIZON,4,3760
WIRELESS,1,3760
.,3,3760
¿,3,3760
Qué,2,3760
puedo,2,3760
hacer,2,3760
por,2,3760
usted,2,3760
?,3,3760
~,3,3760
MV,2,3760
#TechTrivia,1,3761
:,3,3761
¿,3,3761
Cuántas,2,3761
personas,2,3761
en,2,3761
el,2,3761
mundo,2,3761
tienen,2,3761
teléfono,2,3761
móvil,2,3761
?,3,3761
A,2,3761
.,3,3761
mil,2,3761
millones,2,3761
B,2,3761
.,3,3761
4,3,3761
mil,2,3761
millones,2,3761
C,2,3761
.,3,3761
9,3,3761
mil,2,3761
millones,2,3761
D,2,3761
.,3,3761
7,3,3761
mil,2,3761
millones,2,3761
#tv,1,3762
#taping,1,3762
#myjob,1,3762
#mundofox,2,3762
#factorx,4,3762
#music,1,3762
#soon,1,3762
#working,1,3762
http://t.co/meAWPJFzgH,3,3762
#ElvacilonDeLaGatita,2,3763
6-11,3,3763
Am,2,3763
Esta,2,3763
Vida,2,3763
es,2,3763
un,2,3763
Carnaval,2,3763
.,3,3763
.,3,3763
#morningshow,1,3763
#Radio,2,3763
