token,label,sentence_id
dos,2,4786
",",3,4786
¿,3,4786
vaye,2,4786
?,3,4786
Vaye,2,4786
.,3,4786
@wxstedclifford,3,4787
haber,2,4787
saludao,2,4787
!,3,4787
No,2,4788
me,2,4788
quiero,2,4788
ir,2,4788
..,3,4788
.,3,4788
😭,3,4788
https://t.co/je6fSpEBy6,3,4788
Estoy,2,4789
sola,2,4789
editando,2,4789
el,2,4789
vlog,1,4789
en,2,4789
un,2,4789
bar,2,4789
de,2,4789
Ibiza,4,4789
que,2,4789
parece,2,4789
el,2,4789
salón,2,4789
de,2,4789
una,2,4789
casa,2,4789
.,3,4789
Creo,2,4789
que,2,4789
me,2,4789
van,2,4789
a,2,4789
robar,2,4789
los,2,4789
órganos,2,4789
.,3,4789
Seguiré,2,4789
informando,2,4789
.,3,4789
Hoy,2,4790
el,2,4790
vlog,1,4790
saldrá,2,4790
más,2,4790
tarde,2,4790
de,2,4790
las,2,4790
seis,2,4790
",",3,4790
PERO,2,4790
ESTARÁ,2,4790
.,3,4790
❤,3,4790
️,3,4790
En,2,4791
el,2,4791
vlog,1,4791
de,2,4791
hoy,2,4791
:,3,4791
AGUAS,2,4791
AZULES,2,4791
Y,2,4791
MAREOS,2,4791
http://t.co/Oxihre63wN,3,4791
@Mariiia_tj,3,4792
en,2,4792
el,2,4792
puerto,2,4792
😁,3,4792
Muchos,2,4793
me,2,4793
estáis,2,4793
pidiendo,2,4793
quedada,2,4793
en,2,4793
Ibiza,4,4793
y,2,4793
eso,2,4793
no,2,4793
posible,2,4793
es,2,4793
",",3,4793
con,2,4793
lo,2,4793
cual,2,4793
si,2,4793
la,2,4793
casualidad,2,4793
está,2,4793
a,2,4793
nuestro,2,4793
favor,2,4793
",",3,4793
nos,2,4793
conoceremos,2,4793
.,3,4793
😁,3,4793
El,2,4794
vlog,1,4794
de,2,4794
hoy,2,4794
:,3,4794
NAVEGANDO,2,4794
EN,2,4794
IBIZA,4,4794
!!,3,4794
http://t.co/TnWXTaR8d1,3,4794
@Alexkalextrik,3,4795
yo,2,4795
le,2,4795
digo,2,4795
hola,2,4795
😂,3,4795
@BolliStuff,3,4796
@baluma_doblas,3,4796
nena,2,4796
eso,2,4796
es,2,4796
porque,2,4796
no,2,4796
me,2,4796
ves,2,4796
cacho,2,4796
de,2,4796
puta,2,4796
Así,2,4797
estaba,2,4797
esta,2,4797
tarde,2,4797
..,3,4797
.,3,4797
Lo,2,4797
veréis,2,4797
mañana,2,4797
.,3,4797
Foto,2,4797
de,2,4797
@Sinabrochar,3,4797
.,3,4797
❤,3,4797
️,3,4797
http://t.co/NYQ1xEsM0f,3,4797
El,2,4798
vlog,1,4798
de,2,4798
hoy,2,4798
:,3,4798
MIS,2,4798
AMIGOS,2,4798
ME,2,4798
ODIAN,2,4798
http://t.co/sL3nPmrlHm,3,4798
Si,2,4799
le,2,4799
dais,2,4799
a,2,4799
rt,1,4799
a,2,4799
tope,2,4799
os,2,4799
mandaré,2,4799
una,2,4799
paloma,2,4799
mensajera,2,4799
con,2,4799
una,2,4799
notita,2,4799
que,2,4799
ponga,2,4799
:,3,4799
"""",3,4799
sé,2,4799
dónde,2,4799
vives,2,4799
"""",3,4799
.,3,4799
Nada,2,4799
creepy,1,4799
.,3,4799
¡¡,3,4800
NUEVO,2,4800
VÍDEO,2,4800
!!,3,4800
Los,2,4800
tiempos,2,4800
han,2,4800
cambiado,2,4800
mucho,2,4800
y,2,4800
los,2,4800
móviles,2,4800
no,2,4800
se,2,4800
quedan,2,4800
cortos,2,4800
..,3,4800
.,3,4800
http://t.co/4VEVY7lKsx,3,4800
@Aloeneva,3,4801
@ZeusSantorini,3,4801
bieeeeen,2,4801
no,2,4801
los,2,4801
disfrutarás,2,4801
!!,3,4801
Wohoooo,2,4801
!!,3,4801
😃😃😃😃,3,4801
El,2,4802
vlog,1,4802
de,2,4802
hoy,2,4802
:,3,4802
PROBANDO,2,4802
EL,2,4802
APPLE,1,4802
WATCH,1,4802
http://t.co/SpazWInRGl,3,4802
@ZeusSantorini,3,4803
@Aloeneva,3,4803
@gominuke,3,4803
http://t.co/VoOpjUuDOr,3,4803
@ZeusSantorini,3,4804
@Aloeneva,3,4804
@gominuke,3,4804
no,2,4804
",",3,4804
no,2,4804
los,2,4804
disfrutes,2,4804
@javier_ruescas,3,4805
ya,2,4805
velá,2,4805
ya,2,4805
veláaaaaa,2,4805
😃,3,4805
BON,5,4806
DIA,2,4806
AMORES,2,4806
@LeoSarmed,3,4807
jajajajaja,2,4807
cierto,2,4807
@Zaifer4,3,4808
qué,2,4808
sonrisilla,2,4808
?,3,4808
Bona,5,4809
nit,5,4809
",",3,4809
amores,2,4809
.,3,4809
http://t.co/wvTE9zRl3V,3,4809
Ay,2,4810
si,2,4810
es,2,4810
que,2,4810
os,2,4810
quiero,2,4810
❤,3,4810
️,3,4810
Estáis,2,4811
haciendo,2,4811
vosotros,2,4811
mismos,2,4811
la,2,4811
parodia,2,4811
en,2,4811
mis,2,4811
menciones,2,4811
😂,3,4811
Molaría,2,4812
una,2,4812
parodia,2,4812
de,2,4812
MeloMore,4,4812
",",3,4812
¿,3,4812
no,2,4812
?,3,4812
😏😏😏,3,4812
Para,2,4813
los,2,4813
que,2,4813
habéis,2,4813
tenido,2,4813
sentido,2,4813
del,2,4813
humor,2,4813
y,2,4813
para,2,4813
@JPelirrojo,3,4813
",",3,4813
@RoEnLaRed,3,4813
y,2,4813
Harlem,4,4813
:,3,4813
MUCHO,2,4813
AMOR,2,4813
.,3,4813
GUAPOS,2,4813
TODOS,2,4813
.,3,4813
❤,3,4813
️,3,4813
El,2,4814
vlog,1,4814
de,2,4814
hoy,2,4814
es,2,4814
una,2,4814
parodia,2,4814
de,2,4814
otro,2,4814
daily,1,4814
que,2,4814
conocéis,2,4814
muy,2,4814
bien,2,4814
..,3,4814
.,3,4814
VAMOS,2,4814
A,2,4814
POR,2,4814
ELLO,2,4814
http://t.co/r3MVqN9gia,3,4814
Road,1,4815
trip,1,4815
with,1,4815
my,1,4815
bitch,1,4815
.,3,4815
http://t.co/mZ2mhVt0oC,3,4815
@Juanmasaurus,3,4816
@MadameTibisay,3,4816
Juanma,4,4816
no,2,4816
@Juanmasaurus,3,4817
tú,2,4817
dame,2,4817
un,2,4817
café,2,4817
",",3,4817
una,2,4817
bebida,2,4817
energética,2,4817
y,2,4817
musiquita,2,4817
y,2,4817
todo,2,4817
irá,2,4817
bien,2,4817
@KoiSamsa,3,4818
yo,2,4818
es,2,4818
que,2,4818
soy,2,4818
un,2,4818
cactus,2,4818
Yo,2,4819
ahora,2,4819
.,3,4819
http://t.co/qcoFvgsVi0,3,4819
@mariact_,3,4820
te,2,4820
quiero,2,4820
😂,3,4820
AH,2,4821
POS,2,4821
SÍ,2,4821
@blanca_pv,3,4821
@GrupoLoMonaco,3,4822
¡,3,4822
Buenas,2,4822
!,3,4822
¿,3,4822
Me,2,4822
podríais,2,4822
seguir,2,4822
un,2,4822
segundo,2,4822
para,2,4822
comentaros,2,4822
una,2,4822
cosa,2,4822
por,2,4822
DM,1,4822
?,3,4822
Gracias,2,4822
.,3,4822
:),3,4822
El,2,4823
vlog,1,4823
de,2,4823
hoy,2,4823
:,3,4823
HE,2,4823
ENCONTRADO,2,4823
EL,2,4823
AMOR,2,4823
http://t.co/LifL6hsUdo,3,4823
@AnnaGorse_,3,4824
http://t.co/7hsxqkkJS9,3,4824
¿,3,4825
No,2,4825
te,2,4825
pasa,2,4825
que,2,4825
a,2,4825
veces,2,4825
quieres,2,4825
pillar,2,4825
a,2,4825
una,2,4825
persona,2,4825
y,2,4825
gritarle,2,4825
en,2,4825
la,2,4825
cara,2,4825
"""",3,4825
CÁLLATE,2,4825
LA,2,4825
PUTA,2,4825
BOCA,2,4825
",",3,4825
HOSTIAS,2,4825
"""",3,4825
?,3,4825
@AnnaGorse_,3,4826
felicidades,2,4826
..,3,4826
.,3,4826
http://t.co/PwdNJxdIIh,3,4826
@gominuke,3,4827
te,2,4827
crees,2,4827
yo,2,4827
?,3,4827
Más,2,4828
que,2,4828
nada,2,4828
porque,2,4828
es,2,4828
domingo,2,4828
y,2,4828
Juanma,4,4828
y,2,4828
yo,2,4828
nos,2,4828
aburrimos,2,4828
.,3,4828
@ES_France_info,3,4829
me,2,4829
podríais,2,4829
llevar,2,4829
a,2,4829
París,4,4829
no,2,4829
?,3,4829
😏😏😏,3,4829
@Daibhernandez,3,4830
do,1,4830
it,1,4830
baby,1,4830
@BolliStuff,3,4831
pos,2,4831
no,2,4831
@Haplo_Schaffer,3,4832
TURN,1,4832
DOWN,1,4832
FOR,1,4832
WHAT,1,4832
Fernesito,4,4833
mágico,2,4833
en,2,4833
las,2,4833
playas,2,4833
de,2,4833
Marbella,4,4833
😃,3,4833
http://t.co/4jnJsabMJy,3,4833
VÁMONOS,2,4834
A,2,4834
CHILE,4,4834
CULIÁAAAAA,2,4834
Algo,2,4835
me,2,4835
dice,2,4835
que,2,4835
queréis,2,4835
que,2,4835
vuelva,2,4835
al,2,4835
@ClubMediaFest,3,4835
.,3,4835
El,2,4836
vlog,1,4836
de,2,4836
hoy,2,4836
es,2,4836
demasiado,2,4836
precioso,2,4836
..,3,4836
.,3,4836
CASCADAS,2,4836
Y,2,4836
PEQUEÑO,2,4836
ACCIDENTE,2,4836
http://t.co/Ia9iGNXOtK,3,4836
Le,2,4837
está,2,4837
costando,2,4837
al,2,4837
vlog,1,4837
",",3,4837
pero,2,4837
en,2,4837
nada,2,4837
está,2,4837
.,3,4837
:),3,4837
http://t.co/bWhxJ7vnWn,3,4837
Amén,2,4838
.,3,4838
http://t.co/bn3ftdlgj8,3,4838
@Albika_lol,3,4839
La,2,4839
cosa,2,4839
no,2,4839
es,2,4839
segura,2,4839
..,3,4839
.,3,4839
Eme,4,4839
está,2,4839
demasiado,2,4839
bien,2,4839
donde,2,4839
está,2,4839
.,3,4839
Tiene,2,4839
campo,2,4839
para,2,4839
corretear,2,4839
y,2,4839
de,2,4839
eso,2,4839
no,2,4839
hay,2,4839
en,2,4839
Madrid,4,4839
..,3,4839
.,3,4839
:(,3,4839
@Rubiu5,3,4840
ME,2,4840
APUNTO,2,4840
@AbiPower,3,4841
eso,2,4841
te,2,4841
pasa,2,4841
por,2,4841
tener,2,4841
un,2,4841
animal,2,4841
inútil,2,4841
Qué,2,4842
alegría,2,4842
volver,2,4842
y,2,4842
que,2,4842
el,2,4842
vlog,1,4842
tenga,2,4842
esta,2,4842
acogida,2,4842
.,3,4842
SI,2,4842
ES,2,4842
QUE,2,4842
SOIS,2,4842
LA,2,4842
HOSTIA,2,4842
.,3,4842
SI,2,4842
ES,2,4842
QUE,2,4842
LO,2,4842
SOIS,2,4842
.,3,4842
Haberme,2,4843
*,3,4843
..,3,4843
.,3,4843
La,2,4843
que,2,4843
se,2,4843
ha,2,4843
destrozado,2,4843
la,2,4843
espinilla,2,4843
soy,2,4843
yo,2,4843
",",3,4843
no,2,4843
tú,2,4843
.,3,4843
Tú,2,4843
estás,2,4843
a,2,4843
salvo,2,4843
.,3,4843
❤,3,4843
️,3,4843
A,2,4844
pesar,2,4844
de,2,4844
haberte,2,4844
destrozado,2,4844
la,2,4844
espinilla,2,4844
",",3,4844
hoy,2,4844
ha,2,4844
sido,2,4844
un,2,4844
día,2,4844
increíblemente,2,4844
precioso,2,4844
.,3,4844
Todo,2,4844
eso,2,4844
",",3,4844
mañana,2,4844
en,2,4844
el,2,4844
vlog,1,4844
.,3,4844
😃,3,4844
Si,2,4845
veo,2,4845
una,2,4845
actitud,2,4845
irrespetuosa,2,4845
y/o,2,4845
demasiado,2,4845
entrometida,2,4845
en,2,4845
mis,2,4845
canales,2,4845
o,2,4845
rrss,2,4845
:,3,4845
block,1,4845
automático,2,4845
.,3,4845
Sobre,2,4845
todo,2,4845
si,2,4845
se,2,4845
habla,2,4845
de,2,4845
algo,2,4845
sin,2,4845
saber,2,4845
.,3,4845
Hacedme,2,4846
el,2,4846
favor,2,4846
y,2,4846
no,2,4846
os,2,4846
creéis,2,4846
una,2,4846
opinión,2,4846
sobre,2,4846
algo,2,4846
sin,2,4846
tener,2,4846
ni,2,4846
idea,2,4846
.,3,4846
Juanma,4,4847
y,2,4847
yo,2,4847
estamos,2,4847
con,2,4847
@Lokoflucky,3,4847
y,2,4847
vosotros,2,4847
no,2,4847
.,3,4847
😁,3,4847
http://t.co/gL0zQa5Zac,3,4847
@BolliStuff,3,4848
http://t.co/bSsszfMCSZ,3,4848
En,2,4849
el,2,4849
vlog,1,4849
de,2,4849
hoy,2,4849
hago,2,4849
algo,2,4849
que,2,4849
siempre,2,4849
he,2,4849
querido,2,4849
hacer,2,4849
😊,3,4849
https://t.co/TimUchHnW7,3,4849
El,2,4850
tuit,2,4850
del,2,4850
vídeo,2,4850
no,2,4850
lo,2,4850
tuiteé,2,4850
yo,2,4850
..,3,4850
.,3,4850
Por,2,4850
eso,2,4850
ponía,2,4850
eso,2,4850
.,3,4850
😒,3,4850
@BolliStuff,3,4851
es,2,4851
todo,2,4851
culpa,2,4851
tuya,2,4851
@Mestiza_In,3,4852
@OMGlobalNews,3,4852
yes,1,4852
my,1,4852
friend,1,4852
@hectorelcrack,3,4853
fernestio,2,4853
mágico,2,4853
culiaaaaaaaa,2,4853
Qué,2,4854
perdidos,2,4854
estáis,2,4854
",",3,4854
pequeños,2,4854
míos,2,4854
..,3,4854
.,3,4854
Tendréis,2,4854
que,2,4854
esperar,2,4854
al,2,4854
1,3,4854
de,2,4854
septiembre,2,4854
para,2,4854
verlo,2,4854
.,3,4854
@MalenaCGo,3,4855
ni,2,4855
de,2,4855
coña,2,4855
xD,3,4855
@Koala_Rabioso,3,4856
@gominuke,3,4856
JAJAJAJA,2,4856
tía,2,4856
",",3,4856
controla,2,4856
a,2,4856
tus,2,4856
féminas,2,4856
No,2,4857
habéis,2,4857
acertado,2,4857
ninguno,2,4857
..,3,4857
.,3,4857
😏,3,4857
@CelopanYT,3,4858
ES,2,4858
QUE,2,4858
HUELES,2,4858
DEMASIADO,2,4858
MAL,2,4858
COMO,2,4858
PARA,2,4858
SALIR,2,4858
EN,2,4858
EL,2,4858
GRÁFICO,2,4858
@Facking_Ancho,3,4859
SOY,2,4859
PIÑÓFOBA,2,4859
.,3,4859
ME,2,4859
DAN,2,4859
ALERGIA,2,4859
.,3,4859
PIÑA,2,4859
CACA,2,4859
.,3,4859
Me,2,4860
encanta,2,4860
que,2,4860
la,2,4860
audiencia,2,4860
de,2,4860
MeloMore,4,4860
esté,2,4860
tan,2,4860
igualadica,2,4860
entre,2,4860
sexos,2,4860
.,3,4860
:),3,4860
http://t.co/B4K4PoFg6N,3,4860
EL,2,4861
UNO,2,4861
DE,2,4861
SEPTIEMBRE,2,4861
ME,2,4861
MUDO,2,4861
Y,2,4861
VOY,2,4861
A,2,4861
TENER,2,4861
DE,2,4861
VECINO,2,4861
A,2,4861
UN,2,4861
TONTACO,2,4861
MUY,2,4861
FEO,2,4861
Y,2,4861
APESTOSO,2,4861
.,3,4861
@Coquete_,3,4862
¡,3,4862
Mañana,2,4862
vuelvo,2,4862
!,3,4862
Te,2,4862
va,2,4862
a,2,4862
gustar,2,4862
el,2,4862
vlog,1,4862
",",3,4862
ya,2,4862
verás,2,4862
.,3,4862
😃,3,4862
Al,2,4863
final,2,4863
lo,2,4863
arranqué,2,4863
y,2,4863
aquí,2,4863
estoy,2,4863
",",3,4863
en,2,4863
Mykonos,4,4863
con,2,4863
@rihanna,3,4863
.,3,4863
http://t.co/Uc1CqWNBiS,3,4863
Esto,2,4864
ha,2,4864
sido,2,4864
esta,2,4864
mañana,2,4864
cuando,2,4864
no,2,4864
sabía,2,4864
arrancar,2,4864
el,2,4864
coche,2,4864
y,2,4864
decidí,2,4864
hacerme,2,4864
una,2,4864
foto,2,4864
para,2,4864
inmortalizar,2,4864
mi,2,4864
lerdez,2,4864
.,3,4864
http://t.co/3wth9OBWdK,3,4864
@ChemiEtt,3,4865
WOW,1,4865
!,3,4865
@OhMyLucia,3,4866
nah,2,4866
6,3,4866
horicas,2,4866
",",3,4866
pero,2,4866
soy,2,4866
de,2,4866
cambiar,2,4866
de,2,4866
canción,2,4866
cada,2,4866
dos,2,4866
o,2,4866
tres,2,4866
😂,3,4866
@estela_luxi,3,4867
está,2,4867
está,2,4867
😏,3,4867
Mi,2,4868
lista,2,4868
de,2,4868
Spotify,4,4868
para,2,4868
mañana,2,4868
.,3,4868
CARRETERA,2,4868
",",3,4868
ESTOY,2,4868
MÁS,2,4868
QUE,2,4868
LISTA,2,4868
.,3,4868
http://t.co/zXE4XlRMs8,3,4868
@Mr_Marzo,3,4869
y,2,4869
yo,2,4869
❤,3,4869
️,3,4869
Mañana,2,4870
me,2,4870
espera,2,4870
un,2,4870
pequeño,2,4870
road,1,4870
trip,1,4870
yo,2,4870
sola,2,4870
.,3,4870
Es,2,4870
algo,2,4870
que,2,4870
siempre,2,4870
he,2,4870
querido,2,4870
hacer,2,4870
y,2,4870
ha,2,4870
llegado,2,4870
el,2,4870
día,2,4870
.,3,4870
Por,2,4870
supuesto,2,4870
",",3,4870
lo,2,4870
veréis,2,4870
.,3,4870
😏,3,4870
@MadameTibisay,3,4871
zzzaaaaayuuuummmm,0,4871
Sólo,2,4872
queda,2,4872
hoy,2,4872
y,2,4872
mañana,2,4872
para,2,4872
que,2,4872
vuelvan,2,4872
los,2,4872
vlogs,1,4872
..,3,4872
.,3,4872
El,2,4872
día,2,4872
7,3,4872
tendréis,2,4872
un,2,4872
vlog,1,4872
precioso,2,4872
.,3,4872
PALABRA,2,4872
.,3,4872
@BolliStuff,3,4873
igual,2,4873
todos,2,4873
hacemos,2,4873
cosas,2,4873
no,2,4873
?,3,4873
Creo,2,4873
que,2,4873
eso,2,4873
nos,2,4873
define,2,4873
a,2,4873
todos,2,4873
.,3,4873
O,2,4873
qué,2,4873
.,3,4873
@AlliSpeed,3,4874
@MrBenBrown,3,4874
@willdarbyshire,3,4874
of,1,4874
it,1,4874
aaaall,1,4874
@soylua,3,4875
basic,1,4875
fit,1,4875
is,1,4875
life,1,4875
@Juanmasaurus,3,4876
@Bravoxti,3,4876
Juanma,4,4876
",",3,4876
de,2,4876
verdad,2,4876
que,2,4876
no,2,4876
quieres,2,4876
que,2,4876
te,2,4876
hagan,2,4876
un,2,4876
poster,2,4876
.,3,4876
No,2,4876
quieres,2,4876
.,3,4876
Quedan,2,4877
5,3,4877
días,2,4877
para,2,4877
que,2,4877
vuelvan,2,4877
los,2,4877
vlogs,2,4877
.,3,4877
Mientras,2,4877
",",3,4877
yo,2,4877
disfruto,2,4877
de,2,4877
mis,2,4877
mini,2,4877
vacaciones,2,4877
.,3,4877
SO,1,4877
FABULOUS,1,4877
.,3,4877
http://t.co/RzpluVw0ja,3,4877
@Koala_Rabioso,3,4878
@AbiPower,3,4878
yo,2,4878
la,2,4878
vi,2,4878
en,2,4878
el,2,4878
cine,2,4878
",",3,4878
es,2,4878
la,2,4878
pasada,2,4878
😃,3,4878
@Rubiu5,3,4879
NO,2,4879
HAY,2,4879
HUEVOS,2,4879
@Rubiu5,3,4880
tío,2,4880
",",3,4880
eres,2,4880
un,2,4880
flipao,2,4880
.,3,4880
with,1,4880
love,1,4880
❤,3,4880
️,3,4880
@AliliPuchiPuchi,3,4881
la,2,4881
vida,2,4881
pasa,2,4881
.,3,4881
LA,2,4881
VIDA,2,4881
.,3,4881
Cuando,2,4882
te,2,4882
están,2,4882
contando,2,4882
algo,2,4882
pero,2,4882
tú,2,4882
sabes,2,4882
perfectamente,2,4882
que,2,4882
es,2,4882
mentira,2,4882
.,3,4882
http://t.co/dWsQFzDXcq,3,4882
Lo,2,4883
más,2,4883
triste,2,4883
de,2,4883
un,2,4883
mentiroso,2,4883
no,2,4883
es,2,4883
que,2,4883
mienta,2,4883
a,2,4883
los,2,4883
demás,2,4883
",",3,4883
sino,2,4883
que,2,4883
se,2,4883
mienta,2,4883
a,2,4883
sí,2,4883
mismo,2,4883
.,3,4883
@lageslag,3,4884
impresionante,2,4884
!,3,4884
❤,3,4884
️,3,4884
El,2,4885
vlog,1,4885
de,2,4885
hoy,2,4885
:,3,4885
ME,2,4885
VOY,2,4885
http://t.co/nMCxbxG6mq,3,4885
@carla_lliso,3,4886
no,2,4886
grabo,2,4886
absolutamente,2,4886
TODO,2,4886
lo,2,4886
que,2,4886
hago,2,4886
en,2,4886
el,2,4886
día,2,4886
😂,3,4886
Hoy,2,4887
snupchut,4,4887
va,2,4887
de,2,4887
recomendaciones,2,4887
musicales,2,4887
.,3,4887
Hoy,2,4888
empiezan,2,4888
mis,2,4888
mini,2,4888
vacaciones,2,4888
.,3,4888
En,2,4888
el,2,4888
vlog,1,4888
de,2,4888
hoy,2,4888
os,2,4888
cuento,2,4888
por,2,4888
qué,2,4888
.,3,4888
WOHOOO,2,4888
!,3,4888
@Sr_Zeta,3,4889
quizás,2,4889
es,2,4889
porque,2,4889
estoy,2,4889
sensible,2,4889
",",3,4889
pero,2,4889
me,2,4889
has,1,4889
hecho,2,4889
llorar,2,4889
con,2,4889
tu,2,4889
última,2,4889
foto,2,4889
en,2,4889
insta,2,4889
.,3,4889
ES,2,4889
MUY,2,4889
BONITO,2,4889
",",3,4889
HOSTIAS,2,4889
.,3,4889
@rushsmith,3,4890
la,2,4890
he,2,4890
dejado,2,4890
a,2,4890
propósito,2,4890
",",3,4890
para,2,4890
que,2,4890
te,2,4890
acuerdes,2,4890
de,2,4890
nuestros,2,4890
momentos,2,4890
juntos,2,4890
",",3,4890
ladrón,2,4890
@Juanmasaurus,3,4891
te,2,4891
dije,2,4891
de,2,4891
hacerla,2,4891
juntos,2,4891
",",3,4891
subnormal,2,4891
El,2,4892
vlog,1,4892
de,2,4892
hoy,2,4892
:,3,4892
UNA,2,4892
MEXICANA,2,4892
ENTRE,2,4892
ESPAÑOLES,2,4892
http://t.co/VA2OkjsZ2t,3,4892
@bthetravelbrand,3,4893
Pues,2,4893
según,2,4893
esto,2,4893
abrazada,2,4893
a,2,4893
mí,2,4893
misma,2,4893
.,3,4893
@crisii_esther,3,4894
NO,2,4894
ME,2,4894
DIJERON,2,4894
QUE,2,4894
IBAN,2,4894
A,2,4894
HACER,2,4894
ESE,2,4894
POSTER,2,4894
😭,3,4894
No,2,4895
compréis,2,4895
esa,2,4895
revista,2,4895
del,2,4895
demonio,2,4895
.,3,4895
Voy,2,4896
a,2,4896
ir,2,4896
quemando,2,4896
todas,2,4896
las,2,4896
revistas,2,4896
@Bravoxti,3,4896
que,2,4896
vea,2,4896
.,3,4896
@_veronica10_,3,4897
@AnnaGorse_,3,4897
@BolliStuff,3,4897
@gominuke,3,4897
ni,2,4897
me,2,4897
dijeron,2,4897
que,2,4897
iban,2,4897
a,2,4897
hacer,2,4897
poster,2,4897
.,3,4897
Horrible,2,4897
.,3,4897
Decadencia,2,4897
.,3,4897
Suicidio,2,4897
.,3,4897
@AnnaGorse_,3,4898
@BolliStuff,3,4898
@_veronica10_,3,4898
@gominuke,3,4898
voy,2,4898
a,2,4898
quemar,2,4898
todas,2,4898
esas,2,4898
putas,2,4898
revistas,2,4898
.,3,4898
No,2,4899
he,2,4899
podido,2,4899
subir,2,4899
el,2,4899
vlog,1,4899
",",3,4899
pero,2,4899
está,2,4899
editado,2,4899
.,3,4899
Mañana,2,4899
tendréis,2,4899
dos,2,4899
.,3,4899
😁,3,4899
Las,2,4900
gafas,2,4900
de,2,4900
abuela,2,4900
are,1,4900
back,1,4900
.,3,4900
http://t.co/cyV0wnKcog,3,4900
@Juanmasaurus,3,4901
@Mr_Marzo,3,4901
os,2,4901
va,2,4901
bien,2,4901
del,2,4901
6,3,4901
al,2,4901
10,3,4901
?,3,4901
En,2,4901
coche,2,4901
?,3,4901
Conduzco,2,4901
yo,2,4901
.,3,4901
@MonicaCarrillo,3,4902
lloré,2,4902
con,2,4902
ese,2,4902
maldito,2,4902
corto,2,4902
😭,3,4902
❤,3,4902
️,3,4902
@Mr_Marzo,3,4903
@Juanmasaurus,3,4903
vamos,2,4903
pal,2,4903
sur,2,4903
a,2,4903
no,2,4903
hacer,2,4903
nada,2,4903
?,3,4903
Yo,2,4904
.,3,4904
http://t.co/bVtAOo9GaS,3,4904
Decidle,2,4905
a,2,4905
@FaOrozco,3,4905
que,2,4905
nos,2,4905
devuelva,2,4905
las,2,4905
tierras,2,4905
.,3,4905
¡¡,3,4906
NUEVO,2,4906
VÍDEO,2,4906
!!,3,4906
#MeloSaurus,4,4906
is,1,4906
back,1,4906
con,2,4906
un,2,4906
vídeo,2,4906
peculiar,2,4906
..,3,4906
.,3,4906
"""",3,4906
Vivir,2,4906
como,2,4906
un,2,4906
dinosaurio,2,4906
"""",3,4906
http://t.co/LNOPBL2bXK,3,4906
El,2,4907
vlog,1,4907
de,2,4907
hoy,2,4907
:,3,4907
CÓMO,2,4907
DEMOSTRAR,2,4907
AMOR,2,4907
http://t.co/B5ZMTSSuSn,3,4907
Cuando,2,4908
te,2,4908
flipas,2,4908
con,2,4908
Disney,4,4908
.,3,4908
http://t.co/mpgaMwGxVO,3,4908
@Mr_Marzo,3,4909
somos,2,4909
muy,2,4909
monos,2,4909
",",3,4909
la,2,4909
verdad,2,4909
@Facking_Ancho,3,4910
@Mr_Marzo,3,4910
le,2,4910
partes,2,4910
el,2,4910
cuello,2,4910
.,3,4910
Cuando,2,4911
te,2,4911
reencuentras,2,4911
con,2,4911
un,2,4911
amigo,2,4911
después,2,4911
de,2,4911
mucho,2,4911
tiempo,2,4911
.,3,4911
http://t.co/5Hrqwqk0LD,3,4911
@Charlienarcotic,3,4912
@CuttySarkES,3,4912
seremos,2,4912
humildes,2,4912
mortales,2,4912
juntos,2,4912
!,3,4912
yeah,1,4912
!,3,4912
:D,3,4912
@MonicaCarrillo,3,4913
Nada,2,4913
",",3,4913
mujer,2,4913
",",3,4913
pero,2,4913
ten,2,4913
más,2,4913
cuidado,2,4913
la,2,4913
próxima,2,4913
vez,2,4913
.,3,4913
No,2,4913
se,2,4913
puede,2,4913
ir,2,4913
enamorando,2,4913
así,2,4913
a,2,4913
lo,2,4913
loco,2,4913
.,3,4913
@MonicaCarrillo,3,4914
Pues,2,4914
ya,2,4914
me,2,4914
has,1,4914
enamorado,2,4914
.,3,4914
Ahora,2,4914
qué,2,4914
hacemos,2,4914
.,3,4914
@Lokoflucky,3,4915
QUÉ,2,4915
TE,2,4915
PASA,2,4915
MALDITA,2,4915
SEA,2,4915
El,2,4916
gato,2,4916
está,2,4916
claramente,2,4916
diciendo,2,4916
"""",3,4916
lo,2,4916
admito,2,4916
",",3,4916
fui,2,4916
yo,2,4916
quien,2,4916
se,2,4916
cagó,2,4916
fuera,2,4916
de,2,4916
la,2,4916
caja,2,4916
de,2,4916
arena,2,4916
"""",3,4916
.,3,4916
Echarle,2,4917
la,2,4917
culpa,2,4917
a,2,4917
los,2,4917
demás,2,4917
es,2,4917
de,2,4917
cobardes,2,4917
.,3,4917
Admite,2,4917
tus,2,4917
errores,2,4917
y,2,4917
asume,2,4917
responsabilidades,2,4917
",",3,4917
como,2,4917
este,2,4917
gato,2,4917
.,3,4917
http://t.co/FAp7neqy1R,3,4917
Lo,2,4918
más,2,4918
fácil,2,4918
cuando,2,4918
se,2,4918
tiene,2,4918
un,2,4918
problema,2,4918
siempre,2,4918
es,2,4918
echarle,2,4918
la,2,4918
culpa,2,4918
a,2,4918
los,2,4918
demás,2,4918
.,3,4918
Do,1,4918
n't,1,4918
do,1,4918
that,1,4918
",",3,4918
dudes,1,4918
..,3,4918
.,3,4918
Do,1,4918
n't,1,4918
.,3,4918
Esos,2,4919
screenshots,1,4919
de,2,4919
snapchat,4,4919
mano,2,4919
