sentences,labels
"🚨 El #coronavirus circulaba por España desde mediados de febrero después de ingresar al país por «multitud de entradas». El 23 de febrero, Fernando Simón declaraba: «En #España ni hay virus ni se está transmitiendo la enfermedad» (estudio del Carlos III) https://t.co/XsZP7PiDdN",0
"📌 EE.UU. supera los 161.000 muertos y los 4,92 millones de contagios por #COVID-19

📌 Brasil registra 1.079 nuevos fallecidos y se acerca a las 100.000 víctimas mortales por el virus https://t.co/GanedizSGq",0
"@AlbertoCaliu @IsabelP70505451 El 13 de  febrero tuvimos el primer fallecido ,podrían haber decretado el luto mucho antes , les hubiera reconfortado mucho más que ahora a todas esas familias rotas por el covid19,y no ver a un presidente con corbata roja que dolía la vista 🙈",0
"Y no va a ser solo Alemania. El hecho de ser los peores del mundo, y también los más lentos en levantar las medidas de confinamiento, tiene un peaje. Uno que nos va a salir carísimo.",0
"#Africa resiste el primer golpe del #coronavirus: en 3 meses de epidemia 100.000 casos (el 2% mundial) y 3.000 muertos. Respuesta rápida, población joven y experiencia en otras epidemias, las claves, vía @el_pais #Covid_19 #COVIDー19 #Coronavid19 https://t.co/aYHrYvp18o",0
"La mascarilla definitiva, transparente y española https://t.co/IFoI9pkTIT",0
Esta pandemia fatal pero peor fue cuando Ramoncín era directivo de la SGAE.,0
"La coartada del Gobierno para el 8-M se tambalea. Los sindicatos de Amazon tienen la clave:

Asegura que no prohibió el 8-M pq no recibió ninguna alerta hasta el 14-M, pero el 10 suspendió una protesta sindical por riesgo de contagios.

Es tremendo esto...
https://t.co/ounJAHV8gg",0
"1) RESUMEN DE SITUACIÓN al cierre del 31/7/2020
En la última semana se han comunicado 89 nuevos fallecimientos por coronavirus (la semana pasada fueron 66). Ya son dos las CCAA (Cataluña y Aragón) donde repunta claramente el no de fallecidos. https://t.co/AXtIYBAFLr",0
"Seguimos instalando en @metro_madrid las señales que indican la distancia interpersonal que es aconsejable respetar frente al #COVID19. Las estaciones de Moncloa, Bo del Pilar, Ventilla, Hospital Severo Ochoa y Hospital de Fuenlabrada se suman ya a las de Feria de Madrid y Begoña https://t.co/Uxm3gRCdK6",0
"España siglo XXI 
Año 2.020 
A este la policia no lo detiene ni lo apalean por saltarse la #CuarentenaTotal?
Ni hay vecinos que le increpen o insulten por ponerles en peligro con el #CoronaVirus ?
#FelizJueves
https://t.co/A05FMu04jt",0
"Tenlo en cuenta, por favor, que la epidemia no ha remitido del todo, ni mucho menos. Hay que seguir extremando la precaución para evitar los contagios. #Coronavirus #COVID_19 https://t.co/Kg76Ti2bJF",0
📊 Evolución de los casos confirmados de #COVIDー19 y personas recuperadas en las últimas 24 horas en #Andalucía. https://t.co/p8XTgHGatQ,0
"Supongo que ahora que El País reconoce 44.000 muertos por el coronavirus, desfilarán por mi TL los majaderos que me discutían las cifras que yo iba dando, para pedirme disculpas. Sería lo suyo.",0
"Nosotras apostamos por las cacerolas llenas, las de las asociaciones de los barrios que están enfrentando esta crisis con solidaridad y en común. Grande @PalomaPgv 👏🏽",0
Me da igual si el Gobierno Autonómico es de Izquierdas o de Derechas. En Educación Pública no se debe recortar y con una pandemia no debería poderse. Los docentes y alumnos debemos tener segura nuestra salud. #StopRecortesEducativos,0
"@Alvisepf @lasextanoticias Hijo de la gran puta!
Deja de inventar y de jugar con esto, suficiente enferma está la gente ya con los Fake News para que vengas a crear mas odio.
https://t.co/H8sbi3BGkG",0
"La cantidad de casos ""famosos"" me parece un buen proxy de la incidencia del virus. Los futbolistas, por ejemplo, se realizan PCR continuamente.

¿No es extraño, por tanto, que con solo 158 casos activos hoy en Sevilla, uno de ellos sea futbolista?

https://t.co/8JWgLZkyn4",0
"¿Se le ha olvidado mencionar al Rey de España? ¿O lo incluye en el ""damos"", poniéndose al mismo nivel que el Rey? https://t.co/63G1AYNWJO",0
"🇷🇸 Hace solo unas horas se confirmó el tercer positivo en el Adria Tour.

😷 Viktor Troicki, contagiado por el coronavirus

😔 También su esposa, que dará a luz en julio

https://t.co/XKIaIifFnu",0
"Después de 5 semanas de confinamiento, empezar HOY, a unificar criterios sobre datos de mortalidad, dice muy poco de los epidemiólogos del comité de expertos. A día de hoy, y no por ánimo de mentir, sino por metodología errónea, los datos que tenemos sobre mortalidad, son FALSOS.",0
Que paguen los responsables. Esas maldades no deben salir gratis.,0
Y aún están pensando en desconfinar... Estudios preliminares apuntan a que no todas las personas positivas en el test de anticuerpos contra el SARS-CoV-2 están inmunizadas contra el virus https://t.co/hnT7oU8EKo,0
Jajajajajajajajajaassss,0
Aquí quedo la charla que hicimos hoy con @javiercelaya donde estuvieron en vivo cerca de 1000 https://t.co/sDkFGlgBt4. Gracias a todos por estar. Esperemos que haya sido útil!,0
"Joaquín Prat, a los diputados que pese al confinamiento cobran desplazamientos y dietas: ""¿No se os cae la cara de vergüenza?"" https://t.co/0HHc0AMrWz",0
"Buenos días. 🌈
#ESS",0
"Esto es el chiringuito Kokun de Málaga en una fiesta de Les Castizos en mitad de una pandemia.

Se comenta solo. https://t.co/wVkkwbnFqD",0
"No quiero fastidiarle a nadie el plácido paseo por la playa y la caña en el chiringuito de un tórrido domingo de agosto, pero si viesen el ritmo de ingresos en el hospital de pacientes con Covid, su edad y lo malos que están algunos, yo creo que nadie se quitaría la mascarilla.",0
"🔴#últimahora Protesta en Galapagar frente al casoplon de Pablo Iglesias. @EstadoDAlarmaTV
.
.
.
#Gobiernodimisión #Sánchezdimisión #Galapagar #EstadodeAlarma #Iglesiasveyeya 
https://t.co/kfcrgJWPjf",0
"Las ayudas directas para la recuperación dividen a Europa  https://t.co/fHrwqb4NLG
#SARSCoV2 #COVID19 #CoronavirusARV",0
"Pillan a varios cargos del PP de Sevilla en una discoteca haciendo el baile viral del ataúd durante la pandemia. Entre ellos el presidente de Nuevas Generaciones, @pedrogonzalezpp. Ejemplares. https://t.co/93X9FV14tg",0
Covid-19 origina la mayor avalancha de estudios científicos de la historia https://t.co/mGpFXlMz9u,0
"🔵No queremos que ninguna familia de Sanse sufra las consecuencias de la crisis del Covid19. Solicitamos la exención del pago de los servicios del cementerio a las familias cuyo ser querido ha fallecido, en caso de no tener seguro de decesos que lo cubra👇
https://t.co/8HDYhFUlO1 https://t.co/YIgRpY5Ivp",0
"La OMS pide revisar los casos de fallecidos y contagios por coronavirus tras en conocer las 'cifras reales' de China

@eliteradiosvq @elitediario
@elitediarioc @jmanuelcarrion
@ajimenal2 @auxiguillen66
@kasparjauser @rossellmonica
 #coronavirus #COVIDー19

https://t.co/JmpCzRpp7F",0
"La prensa libre deportiva de Sevilla:
Ronny lopes saldrá cedido al Niza, fracaso absoluto del fichaje más caro del equipo del CC,,,callaitos todos,no vaya ser q riña MAO..
Banega es pillao otra vez,si otra vez,discoteca dónde hubo rebrote de covid..
Aiii si fuera el @RealBetis .",0
Ayuso culpa ahora a los sanitarios de hacer “tumultos” en el acto que ella organizó en IFEMA. Culpa a quienes se han dejado la piel en esta pandemia pese a la falta de recursos por los recortes de su partido en Madrid. En fin. https://t.co/XiWWpvxM57,0
"Es lo que hay!

La impactante campaña de Canarias para concienciar sobre los rebrotes de coronavirus - https://t.co/M2Za84lU4y",0
"La cartilla Covid de Ayuso no tiene respaldo científico, legal, ni ético. Y por eso la propone. Sin la cartilla estaríamos hablando de Madrid llegando la última a la mascarilla obligatoria, de ambulatorios cerrados o de un número de positivos que no cuadra. Estrategia Mourinho.",0
"Los ingresos hospitalarios se multiplican por 10 en un mes y aumenta la presión en Atención Primaria

https://t.co/f3hgxENcky",0
"Por primera vez desde el 5 de marzo, China acaba de anunciar más de 100 casos nuevos de coronavirus en una sola provincia.",0
HA HABIDO UNA PANDEMIA DESGRACIAO https://t.co/J93m2dIBOv,0
"🎥¡Nuevo capítulo de #Cienciaencasa!

💡En esta ocasión, Sergio Navas, investigador de la #UGR nos habla sobre los neutrinos y su conocida inmunidad frente al #COVIDー19 

▶️: https://t.co/cj773M3ok6

i️: https://t.co/Z0Qtyior6E",0
La semana pasada conocimos que hubo 38.508 pensionistas menos durante la pandemia. ¿Cómo puede ser que los datos de fallecidos a día de hoy del Gobierno sean de 27.127?,0
"En los centros de trabajo se deben adoptar las medidas necesarias para minimizar el riesgo de contagios. 

Más información: https://t.co/6NBnPEWAqW 

#EsteVirusLoParamosUnidos 
#COVID19 https://t.co/y254OVHlFc",0
"Hola @CasaReal:
como medica que ha estado en ""primera linea contra la covid-19"" renuncio públicamente a este ""premio"" y exijo que devolváis lo robado.
#NoQuieroPremiosDeLadrones",0
Estoy viendo ahora mismo una piscina municipal y todos juntos y dicen que no es obligatoria la mascarilla en la zona de aguas. Es decir en casi todo el recinto. Alguien entiende algo?,0
"Esta semana nos dirigimos especialmente a los #jóvenes. Os recordamos que el #coronavirus sigue al acecho.
↔️ Por favor, mantened la distancia de seguridad. 
No tiréis por la borda todo el esfuerzo hecho hasta ahora.
Depende de todos.
Depende de ti. 

#EsteVirusLoParamosUnidos https://t.co/ugGdCdwyGH",0
"En cambio, decir “yo creo que a ustedes les gustaría dar un golpe de estado pero que no se atreven” sí ayuda a vencer la pandemia y a reconstruir la economía.",0
"🚴‍♀️Si sales de casa para pasear o realizar deporte recuerda: 

🔹Sal en la franja horaria que te corresponde

🔹Mantén la distancia con los demás

🔹Quédate en casa si tienes síntomas

#EsteVirusLoParamosUnidos https://t.co/mcva477PTQ",0
"Lo de tener a Simón, Illa y Sánchez gestionando el Covid al frente de este gobierno es la mayor cagada de la historia económica y sanitaria de España. De toda la historia. 🦠",0
Coronavirus: Donald Trump anunció que Estados Unidos dejará de financiar a la OMS https://t.co/O3SbLRM5Sx,0
"#COVID19 Para los que dicen que el virus es menos potente, que la carga viral es baja, que el verano ayuda y esas cosas. Ya tenemos transmisión comunitaria tras un rebrote. 
https://t.co/qhOy1Mz8gU",0
"@mohedxs @tercio_t4 @PatriotasEsp2 @gabrielrufian Jajajaja,muy bueno.En realidad sin querer coincidir con la chusma fachenda se tenía que haber cancelado los dos actos ,la reunión de la bilis verde y la manifestacion . Además de haber confinado Madrid",0
"En #Galicia 503 enfermos activos de #COVID-19, ningún fallecido ni hospitalizado nuevo. https://t.co/6TKEI7ZsdK",0
"Hoy tenemos un miércoles muy activo en el @deportesull  ¡ES HORA DE ACTIVARSE!

9:45-10:45h TAICHI➡️
https://t.co/UrrnTV2JCt

18:00-19:00h ENTRENAMIENTO FUNCIONAL➡️ https://t.co/Zy5YwJm2lc

18:00-19:30 CHARLA ONLINE MINDFULNESS PARA GESTIONAR EL ESTRÉS ➡️ https://t.co/K83mSGofwp https://t.co/0SmGMAAWc5",0
"Diferentes presidentes se han referido a la pandemia como un tiempo de guerra. Esto, junto con el vocabulario militar de los medios de comunicación, están creando un cuento que ha dominado la imaginación del público. 

Contribución de Hanna Meretoja

https://t.co/TrdUNx4hrb",0
"Benjamin Black, en la mesilla de Javier Cercas. El autor de 'Terra Alta' es seguidor del escritor irlandés y confiesa sus lecturas durante el confinamiento; en @abc_cultura #libros #TwitterCultural
#DíadelLibro #DíadelLibroenCasa
https://t.co/ejgxDMMNva",0
"🔴@IdiazAyuso: ""Ya habrá tiempo de hablar todo esto pero lo importante es decirles a los afectados que las administraciones y autoridades estamos centrados en salvar vidas."" 
#AyusoOndaCero #COVID19",0
"Titular: 
""El 100% de los españoles piensa que la gestión del gobierno sobre el coronavirus es excelsa.""

@sanchezcastejon yo te hago las preguntas por el 10% que cobra Tezanos. Piénsatelo me dices.",0
Pinche coronavirus culero,0
"Sanidad, Dependencia y Educación que son los servicios que más tardan en recomponerse, tras una década de recortes; y que la pandemia ha hecho que “le revienten las costuras”",0
"La Comunidad de Madrid no hará tests a los graves. Al no haber test, no contabilizarán en la cuenta de muertos por coronavirus. Intentar solucionar el problema manipulando estadísticas es CONTRAPRODUCENTE.  https://t.co/6iV16ISZYb",0
"Como prueba de radicalidad de los gobernantes andaluces contra la pandemia, han prohibido las botellonas, que llevan nueve años prohibidas.",0
"Cómo estáis experimentando en vuestras propias carnes una fuerte pandemia está azotando nuestras vidas causando grandes estragos. Se trata del virus SARS-Cov2, de la familia de los betacoronavirus, que causa la enfermedad del COVID-19.
#HiloTransparencia19 https://t.co/WKwKfNaCOz",0
#Covid19 Los Lander (estados) alemanes rompen filas con Merkel sobre el desconfinamiento... https://t.co/XDUsT56hcs vía @financialtimes,0
"Desde hoy estamos en Fase 0. Se reactiva la actividad comercial y de determinados servicios profesionales, siempre cumpliendo unos requisitos de aforo, distanciamiento físico, medidas de higiene y aforo.

Más info en @boegob 👇
https://t.co/SmJPldYChJ
#EsteVirusLoParamosUnidos https://t.co/lgB0xb5RCm",0
"""Moody’s destaca que, pese a la caída del 8% del crecimiento económico, se trata de una crisis temporal que (...), a partir del tercer trimestre, comenzará la recuperación para, en el último trimestre, registrar un ""fuerte"" crecimiento que proseguirá durante el 2021."" https://t.co/13xiCL3oyt",0
"Muchos barrios de distintas ciudades protestaron durante meses contra el auge de las casas de apuestas. Ahora, mientras España entera lucha contra el #COVIDー19, el alcalde de Madrid aprovecha para rebajar impuestos a salones de juego, bingos y casinos🤦‍♀️ https://t.co/2TtjnKQV1T https://t.co/9PuIDVhgJs",0
"@velardedaoiz2 @sdemarco No podemos preguntar lamentablemente a los fallecidos si ellos tienen síndrome de estoeselcolmo, que crees que es más dañino que el virus, es una pena, si pudieran nos daban una patada en los cojones.",0
@TrevilAndres @pnique Jajajajajaja es el virus?,0
"Salir a manifestarse por George Floyd en plena pandemia. Quedarse en casa tras el Tarajal. España, donde hasta la solidaridad y la indignación están lobotomizadas por el imperialismo estadounidense.",0
Denunciado el Hospital Infanta Cristina por su veto a ancianos sospechosos de covid-19---https://t.co/mlaXsCz8fX,0
"La tomosíntesis permite diagnosticar de forma precoz las neumonías causadas por COVID-19
https://t.co/tBungItPrv",0
"@AnneGerlari A mi que me contagie con coronavirus para celebrarlo con un gin tónic en el balcón ,médico decía que era el pavo...",0
"a grito de “ni una puta mascarilla” y tocando a la peña, así dabais el concierto de starlite.

asi que en lugar de subir ese comunicado (fuera de lugar), si os llueven quejas y comentarios, os vais a llorar a casa de dron amigues. https://t.co/2KcU4iOHv2",0
"Espadas: “Sevilla tiene un colchón para hacer frente a la crisis del coronavirus"" https://t.co/CS7Db7LZc5 vía @diariosevilla",0
"comeis sesos, huevos de toro, sangre coagulada en las morcillas pero vale",0
"¿Habíamos dicho ya que generar CONFIANZA es muy relevante durante la comunicación de una crisis? Estamos en una pandemia, viene bien recodar este gráfico presentado  hace dos años en el PMAC -Prince Mahidol Award Conference -dedicada a problemas de salud relacionados con Política",0
FT critica el baile de cifras por covid-19 y duda del éxito de las medidas en España https://t.co/aFC2cQcYGc,0
Diario de un Confinamiento: desescalada. https://t.co/en0jPYzJ0D,0
odiar a los americanos es una personalidad y es la mía,0
"#Dispositivosmédicos y #wearables, así como la monitorización médica a distancia, adquieren gran importancia durante la crisis sanitaria del #coronavirus. El miedo al contagio acelera la necesidad de una #teleasistencia medica 👉 https://t.co/EmrKvjzPIm

#Rithmi #Covid-19 #Ictus",0
"Que el confinamiento por #COVID19 no sirva de excusa para un incremento del ciberacoso. Los delitos de odio también lo son a través de las redes sociales.
No estás solo/a, denúncialo 🏳️‍🌈
👉🏾 Consulta nuestra guía de delitos de odio por LGTBIfobia 📲 https://t.co/8iQaYFKr3D https://t.co/eFH2GlLhA5",0
"❌FALSO.

Sí que han sido asesorados por expertos, pero es más complejo que el bulo que pretenden soltar.

Abro hilo explicando👇🏼

#sanchezmentiroso",0
La vacuna del Covid-19 necesitará la capacidad de los cuatro grandes fabricantes https://t.co/vntd41cl28 vía @CincoDiascom @SanofiES @pfizer_spain @GSK_ES @MSDEspana,0
"Un paciente con covid es llevado a ver el mar tras 50 días en la UCI

Isidre Correa, un paciente de 61 años diagnosticado con #coronavirus e ingresado en el Hospital del Mar de Barcelona, el 3 de junio pudo ver el mar después de pasar más de 50 días en la UCI https://t.co/OTTuqFqEUm",0
"#PERÚ | La elaboración de #mascarillas ha supuesto la #salvación para el gremio de los #artesanos, ya que su actividad se paralizó de manera drástica, tras la llegada del #COVID19 al país.

👉 https://t.co/zXd1VvOQLs 👈",0
¿entonces @manuraortiz es que la portavoz del gobierno no escuchó a la sociedad española? es que horas antes dijo otra cosa,0
"Un 55% de los arqueólogos está sin trabajo por la pandemia y las pérdidas suman 36 millones de euros. Primeros resultados de la encuesta promovida por el @ColArqMadrid y la Plataforma Estatal de Profesionales de la #Arqueología
https://t.co/lz4EIgYlon",0
Samuel L. Jackson (@majenner) pilla a un vecino saltándose el confinamiento...⚠️🔞 #YoMeQuedoEnCasa #JoEmQuedoACasa https://t.co/xj9FSToBVZ,0
"🛌Más de la mitad de la población española presenta dificultades para dormir durante el confinamiento. Nuestro profesor de Psicología @MedicinaCEU @USPCEU Fernando Miralles analiza para @XLSemanal las consecuencias del insomnio😴💤#ExpertosCEU #CEUSanPablo
https://t.co/ks5ZpvXKEG",0
"@Cristia49296824 @iescolar Semana antes, es decir 4 de Marzo. Hubiera actuado igual? Yo pienso que no, es decir que el gobierno se guió porque la OMS declarara o no pandemia",0
"En algunos CPenitenciarios se han hecho #TestPrisionesYa. En otros se ha fijado 🗓️ para el comienzo. En el CP Picassent, a pesar d los escritos presentados ante Dcción y @DGobiernoCV x #TuAbandonoMePuedeMatar continuamos con el silencio 🤫como prevención #COVIDー19
#sosprisiones",0
"El consultorio de Cuestablanca dependiente del C.S Molinos Marfagones atiende desde hoy 
✅Sólo a pacientes crónicos programados sin patología respiratoria aguda sospechosa de #COVIDー19 

❌No reúne criterios para circuito respiratorio 
@Murciasalud @AytoCTcomunica @fuentealamo https://t.co/11BHLCfoJG",0
¿Pero qué mierda de razonamiento es este?,0
"El aislamiento en casa es la manera más efectiva de monitorear un posible contagio por coronavirus en caso de haber estado en situación de riesgo. 

Estas recomendaciones ayudarán que usted y los suyos estén protegidos. https://t.co/D3tutkktuI",0
"👉🏼#Ayuso concedió a dedo un contrato de 30.250€ a #CakeMinuesa para hacer vídeos sobre el #coronavirus, como desveló ⁦@publico_es⁩ 

Y hoy borra el vídeo porque no se ha pedido autorización ni a la MENOR que salía en imágenes🤦🏼‍♀️ 

Por @alopezdemiguel https://t.co/61jevA8dBS",0
"""El virus muy probablemente no se podrá contener...lo que NO quiere decir que todos enfermarán...pero el 40-70% de la población mundial será contagiada...y se convertirá en otra enfermedad estacional"" (Prof.Marc Lipsitch. Epidemiólogo Harvard)
https://t.co/56z2ofQO8Q",0
#Bolivia 🇧🇴 | La canciller de facto #Longaric tiene #COVID19-19 y ya son más de 20 autoridades con contagios.,0
"Ganas de poder ir a bibliotecas y librerías ☺📚💜Feliz #diadellibro2020 Un buen momento para disfrutar de lecturas desde el confinamiento.Comparte con nosotras tus libros favoritos, haznos tus recomendaciones, cuéntanos qué libros te han impactado,qué libros te están acompañando https://t.co/0vSdI08HlL",0
"@pablocasado_ menos mal que ha sido Pedrito el que ha gobernado durante esta pandemia, porque de haber sido vosotros (pactando con Vox, por supuesto), ni si quiera hubiese habido Ertes, todos a la puta calle, y se hubiesen podido salvar la vida sólo los que se pudiesen permitir sanidad privada",0
Desde la Asociacion Madrileña de Cirujanos @CirujanosMad nos adherimos al comunicado en defensa de la actuación de nuestros compañeros en la crisis del #COVID19 https://t.co/GDtZnn1H1h,0
A penas los amenazan con suspenderles sus salarios y ¡chaz!,0
Se descubre que Pedro Sánchez ocultó las alertas que le dio Seguridad Nacional sobre el coronavirus. ¿Dónde estáis la gente que pedía la dimisión de Rajoy por un perro?,0
"“Lo importante no es solo comprar los periódicos,lo necesario es echar un rato con tu amigo, coger los periódicos, comentar la vida y echar unas risas y desearnos salud y bienestar, más en tiempos de #coronavirus.” @jalmagro  

https://t.co/guL0SHPrlh https://t.co/4nvioKDmOy",0
Gran iniciativa de @MDFzonacaliente mostrándonos quiénes están detrás de las cámaras de @telediario_tve cubriendo el COVID19. Él es uno de ellos. Cuando deja la cámara en el almacén es un amante de las motos. https://t.co/dgIKbZ8CGQ,0
"El doctor Antonio Gutiérrez, fallecido por COVID-19.
""Le llamé varias veces para que se viniera para casa y él me decía que no podía,que tenía que quedarse, que había mucha gente y que tenía que estar allí porque no podían atender a todos y no se podía ir""
https://t.co/8KA59Y9wuF",0
"Miraremos hacia atrás y confirmaremos q tuvimos la peor crisis sanitaria y económica con el peor gobierno para gestionarla, más preocupado por mantener su sillón y sus prebendas q por los ciudadanos.
Nos acordaremos de ""este virus es como una simple GRIPE"" aportación de la izq.",0
"Hoy, #DiaDelLibro , much@s de nuestros compas siguen con su habitual rutina. En el confinamiento: cultura y compromiso.
Si quieres, comparte tus lecturas y cuéntanos cómo te estás protegiendo del virus.
#DiaDelLibro #LEEyTomaPartido https://t.co/8t3yHI0Vuj",0
"@MaravillasMara @populares Lógico, la pandemia no se declaró hasta el 11 de Marzo. Eres cortito eh! https://t.co/5iHVRgEtkv",0
"El R 0 del virus tipo A.R. ,desde hace  años es altísimo y reflejo de actitudes diarias.Hoy ha comparado la propagación del V IH con la del covid19 y lo peor es que su R. 0 sigue creciendo muy por encima de 1 ,mayormente  entre la población que no  cambia de canal cuando habla.",0
"@RenePerle Pues querida @RenePerle 
Tendrá que empezar a tomar ""las vitaminas (Deprax😉)""que damos a nuestros enfermos de #COVIDー19 para curarse la depresión y así, poder superar un Gobierno inmejorable #YOAPOYOALGOBIERNO 
@sanchezcastejon
@abalosmeco
@salvadorilla
@jazarzalejos",0
"@lidiacarloss_ viejo achantao que me iba a dar con el palo dice, eso na le toso y el covid lo mata",0
"Áreas de España confinadas, ancianos encerrados en las residencias, llevamos mascarilla cuando pisamos la calle.
Pero en Magaluf y las zonas de turismo de borrachera, los incívicos e irresponsables británicos pueden hacer lo que les da la gana.
Vergonzoso.
https://t.co/IIqkssq94Z",0
"Javier Negre se salta el confinamiento y va a Galicia a humillar a una persona que está intentando sobrevivir como puede..
Sinceramente pienso que este chico no está bien de la cabeza...",0
"Pablo Casado a Sánchez👉 ¿Mirando a los ojos a las 28.000 familias que han perdido un ser querido, a los 4M de parados, a las colas de personas que van a buscar alimentos o a los 50.000 sanitarios a los que no les dio una mascarilla, les diría que ha gestionado bien esta crisis? https://t.co/kM9nShSeWx",0
"@EFEnoticias En serio me estáis contando que eso es una noticia? 
Espera que os la cambio. 
""LA PANDEMIA IMPIDE A SANITARIOS, ENFERMERAS, MÉDICOS, MUJERES DE LA LIMPIEZA, CAJERAS, TRANSPORTISTAS Y UN LARGO ETC... ESTAR CON SUS FAMILIARES""",0
"En Madrid, en plena ola de calor veraniega, las fuentes de agua potable se clausuran, se cierran las urgencias ambulatorias y se retiran los versos de Miguel Hernández del Memorial de La Almudena.

Gracias a éstas y a otras medidas, el virus no podrá con nosotros.",0
"Cuando conviertes en noticia de primera plana tu desconsideración, tu irresponsabilidad y tu más absoluto desprecio a todos los afectados por esta pandemia. https://t.co/lTG6lI6pWd",0
"Una mujer en la UCI por coronavirus da a luz a dos gemelas prematuras en Barcelona   
https://t.co/8QlmHb3A4U",0
"🔴DATOS #CORONAVIRUS ACTUALIZADOS 12/05-13.00h🔴

➡️TOTAL 228.030 CASOS (PCR).
➡️TOTAL 26.920 FALLECIDOS.

#INFOCoronaVirus 
#CODVID19 
#COVID19España                           

#GobiernoDIMISIÓN 
#SÁNCHEZVeteYA 
#PesteROJA 

LOS CULPABLES.

NO LO OLVIDÉIS, JAMÁS. https://t.co/57TvdqxjcP",0
"Nuestro adiós dolorido a Manuel, compañero destinado en el Subsector de Tráfico de la @guardiacivil de Madrid Sur, fallecido víctima del #COVID19.

Descansa en paz hermano. Nuestro pésame y condolencias a la familia y amigos. https://t.co/1tI0Qw4E5j",0
mascarilla obligatoria mi kiwi moreno ya m duele el pecho otra vez y m dan pinchazos como hace meses d llevar la puta mascarilla d mrda xd need ir al medico a x la exención ya d ya,0
"Orgulloso del trabajo bien hecho entre todos-&gt; @sanidadgob agradece al Consejo General de Agentes @Comercial_es de España y a todos los Colegios por la labor de prevención, información y apoyo para ayudar a contener la pandemia #TodosProtegidos https://t.co/DOonIxBs8N",0
"La presidenta de la Comisión Europea destacaba que la “plena transparencia” de España e Italia en su “dolorosa experiencia” lidiando con la pandemia “ayudó a otros"" países a “prepararse para el impacto” del golpe. 
https://t.co/AhmCbrh805",0
"🏠Pueblos con menos de 10.001 habitantes y una densidad inferior a 100 habitantes por km2 que estén en fase 0 y 1 podrán acogerse a algunas medidas previstas para la #fase2.

❌Franjas horarias
🥬 Reapertura mercados al aire libre

➡️ https://t.co/2i9INOn6IP 

#COVID19 https://t.co/4sTcPWTiXW",0
🔴 #ÚLTIMAHORA Detectados dos brotes de #coronavirus en Tudela y Pamplona. La consejera de Salud ofrecerá los detalles de este repunte en #Navarra a partir de las 18:00 horas. Directo en @NavarraTv,0
"Ésta es la reacción de la doctora  Birx's cuando el President Trump dice a su asesor científico que estudie utilizar luz UV sobre el cuerpo de las personas y que les inyecte un desinfectante contra el coronavirus. 
#FelizFinde
https://t.co/VGJkiOm2W1",0
@LovingWales1981 @eldiarioes @Sofi_pm Pues a ver si el virus es un poco inteligente y se ceba en ellos.,0
"🗞️El Gobierno ha aprobado hoy en el #CMin el real decreto ley que sentará las bases que regirán en la #NuevaNormalidad 

👉El incumplimiento del uso obligatorio de mascarilla será sancionado con multas de hasta 100€

https://t.co/9qX2jWNJ17

#NoLoTiresPorLaBorda https://t.co/UvwxY4v0IR",0
"Logramos entregar 330K botellas de gel antibacterial al 
@Tu_IMSS en apoyo a la lucha contra el COVID-19. No podemos detenernos ahí, es momento de dar más #PorNuestroMéxico #ModeloXMéxico https://t.co/uDivwaBn3G",0
La irresponsabilidad de quienes  gobiernan la comunidad de Madrid no parece tener límites. Este el el ejemplo que dan a los ciudadanos (aún habrá quien los justifique o pretenda desviar la atención  siguiendo los manuales de agitación y propaganda al uso).,0
"Cada una de las fases durará 2 semanas como MÍNIMO.

A finales de junio estaríamos como país en la nueva normalidad si la evolución de la epidemia está controlada en todos los territorios.

🗣️ @sanchezcastejon 

#AhoraTocaLucharJuntos https://t.co/YGnuwHjf5b",0
"Para evitar más contagios #COVID_19, usa el #cubrebocas. Esta herramienta actúa como una barrera para protegernos y proteger a otros.
#Coahuila te da seguridad.
#FuerteCoahuilaEs https://t.co/XV0bbOyR3x",0
Muere una niña de 12 años por coronavirus en Bélgica https://t.co/bNolyEru6r,0
Yo no estoy 52 días confinada por culpa del #COVIDー19 para que me venga la derecha a decir que va a votar NO a la prórroga del #EstadoDeAlarma y que nos matemos entre todos por culpa del bicho #CasadoVotaNo #AsiNo https://t.co/iTjJYdpX1y,0
"😷En materia de protección, el 66 % considera ‘muy alta’ la probabilidad de contagio y el 75 % está muy preocupado porque pudiera contagiar a algún familiar 

https://t.co/MdmeDQb2mX",0
"#OtroEscandalo #HastaCuando 
#DenunciaCCOO #CCOOPideParalizacion 

✏️ Tras 5 positivos: “La obra de Amazon es un foco grandioso de contagio de coronavirus” por @2imori https://t.co/pUnyr02Hoe vía @elconfidencial",0
#Defensa suprimirá el desfile del 12 de octubre por el #Coronavirus https://t.co/Veutw9Vd4K #Ejército,0
"Si has ido a una discoteca en plena pandemia, permíteme decirte que eres gilipollas.",0
"Después de que el Ayuntamiento de Benidorm haya hecho test de Covid-19 a policías, guardias civiles, bomberos y voluntarios, ahora deben hacerse a los técnicos socio-sanitarios a que prestan el servicio municipal de ayuda a domicilio - https://t.co/ZRn0WB4khh",0
"📽️ @jotacanadas ""Teníamos la esperanza que después de esta pandemia, pudiéramos salir de esta crisis un poco mejores...""

El PP, como siempre, decide que la mejor salida a la crisis es tratar de aprobar por la puerta de atrás una Ley del Suelo que sólo busca volver al ladrillazo. https://t.co/NUKkStpyRE",0
